CustomerID,Age,Gender,AnnualIncome,TotalSpending,PurchaseFrequency,AverageOrderValue,DaysSinceLastPurchase,WebsiteVisits,DiscountUsage,CustomerRating,ProductCategory,PurchaseLikelihood
100637,18,Female,466492.32,34830.65,16,1063.59,22,17.0,66.58,3.97,Sports,1
100561,47,Female,890880.47,24109.85,15,1289.03,2,30.0,82.53,3.24,Fashion,1
100487,35,Male,1057469.28,8481.32,0,1916.15,8,28.0,18.22,4.2,Beauty,0
100068,41,Female,1226818.51,125633.78,34,,7,36.0,5.0,4.22,Beauty,1
100812,27,Male,740829.78,23342.41,12,1078.77,20,,47.92,2.33,Fashion,1
100494,19,Female,899194.74,8512.56,5,2856.27,2,20.0,21.3,3.92,Electronics,0
100311,21,Male,763704.2,12945.81,6,1642.86,7,24.0,41.2,4.28,Electronics,0
101097,33,Male,1008199.17,58576.5,22,2045.31,73,11.0,10.42,4.06,Home & Kitchen,1
101248,40,Male,330221.94,200.0,2,2052.79,149,6.0,0.0,3.31,Sports,0
100185,22,Male,1228563.69,104949.71,27,2968.77,7,31.0,9.15,4.63,Fashion,1
100307,24,Male,826665.37,9100.77,7,2159.11,6,34.0,22.87,3.74,Electronics,1
100853,42,Male,473686.17,32051.12,13,2212.73,80,8.0,13.59,3.52,Sports,1
100793,18,Male,497610.72,24283.11,11,1672.73,17,39.0,79.33,2.89,Fashion,1
100290,30,Male,617517.24,9240.23,7,1780.38,4,18.0,10.37,4.47,Electronics,0
100707,24,Female,600474.97,11088.38,12,896.91,27,27.0,62.93,3.16,Home & Kitchen,1
101330,24,Male,572669.59,10945.13241034687,1,1377.4,92,3.0,5.95,1.94,Electronics,1
100655,27,Female,707217.51,19821.45,12,1345.35,0,42.0,72.97,4.27,Fashion,1
100523,26,Male,474705.38,7474.82,4,2321.16,5,16.0,26.09,4.19,Fashion,0
100462,18,Male,615033.73,15870.8,4,1792.02,3,19.0,26.53,4.29,Beauty,1
100931,52,Female,870922.54,52022.5,15,2791.32,64,16.0,24.35,3.76,Books,1
101035,46,Female,337047.23,42008.63,14,1540.7,62,13.0,24.31,3.32,Home & Kitchen,0
100030,28,Female,1137598.45,102249.53,17,3542.81,9,47.0,18.86,4.78,Sports,1
100241,34,Female,762636.89,8406.16,4,1696.82,1,39.0,16.35,4.78,Electronics,1
100799,41,Male,554621.07,25027.05,17,1031.38,4,39.0,62.61,3.55,Beauty,1
100818,24,Female,671160.93,35613.8,13,1253.69,30,35.0,64.31,3.51,Electronics,1
100066,37,Female,1183614.2,97094.71,23,2150.87,0,49.0,4.3,4.16,Electronics,1
100602,18,Male,477148.19,18389.63,9,1142.7,44,41.0,76.24,3.87,Beauty,1
100925,47,Male,1192151.09,48261.43,11,2831.6,136,3.0,35.78,4.34,Beauty,0
100755,33,Male,678740.56,21071.85,10,1824.04,0,15.0,73.3,2.11,Fashion,0
100927,31,Female,1212784.23,54689.22,22,2175.13,128,3.0,28.89,3.98,Sports,1
101102,53,Female,560219.92,49691.56,16,2969.71,115,8.0,36.08,3.43,Beauty,1
100248,38,Female,748963.87,71687.73079711298,5,2283.81,13,18.0,17.88,4.59,Home & Kitchen,1
100278,26,Male,554264.39,5100.84,2,2229.33,13,31.0,20.69,4.2,Electronics,0
101403,19,Male,507685.03,3056.2,2,1331.83,105,4.0,3.01,3.17,Beauty,1
101067,31,Male,1118611.73,44847.67,15,1934.88,101,17.0,23.94,3.0,Sports,1
100480,26,Female,483617.13,7403.63,4,1580.18,15,25.0,34.11,4.41,Beauty,1
100427,23,Female,849396.17,9806.88,8,1876.53,14,22.0,25.93,3.39,Electronics,1
100124,37,Female,912052.24,83637.15,36,2101.54,6,44.0,18.21,4.98,Fashion,1
101170,32,Male,396907.29,4987.09,2,936.37,148,2.0,40.45,4.31,Fashion,0
100395,27,Male,986517.22,11551.29,5,1753.82,6,20.0,30.36,4.52,Home & Kitchen,0
100986,41,Male,783980.07,49345.61,18,2827.29,95,7.0,16.35,2.86,Home & Kitchen,1
100716,30,Male,413901.02,18411.94,12,1148.1,29,33.0,47.49,4.13,Beauty,0
101135,23,Female,579948.05,2975.91,4,1522.02,126,1.0,18.65,2.22,Home & Kitchen,1
101085,40,Female,709405.94,56787.19,21,3000.07,129,4.0,24.32,4.53,Home & Kitchen,1
100498,19,Female,984925.55,13523.5,2,2395.0,32,26.0,42.0,3.07,Electronics,0
100045,41,Female,547216.17,100738.83,23,3299.12,8,31.0,7.6,4.7,Fashion,1
100060,39,Female,1370195.18,107658.83,25,2284.07,5,48.0,10.8,4.68,Books,1
101162,18,Male,382916.35,1897.61,0,1285.34,147,3.0,8.93,1.71,Sports,0
100024,41,Male,1257407.21,80797.44,31,2127.4,1,33.0,16.97,5.0,Beauty,1
100875,48,Female,1201371.01,42861.16,21,3411.97,105,2.0,32.92,1.78,Beauty,1
100482,25,Female,411803.67,7072.49,5,1791.82,14,26.0,32.78,4.65,Fashion,1
101325,24,Male,521867.87,4841.65,2,1154.68,137,5.0,18.94,3.66,Electronics,0
100746,29,Male,580822.96,20458.73,14,1519.07,16,25.0,78.92,3.35,Fashion,1
100232,28,Male,797482.79,1825.21,5,2679.54,9,28.0,36.97,3.31,Electronics,1
100125,38,Female,888410.84,86444.89,33,3040.67,7,35.0,6.91,4.62,Electronics,1
100428,22,Female,738675.89,4539.65,5,2520.18,28,18.0,37.17,3.81,Fashion,1
100819,31,Male,616212.96,28873.42,13,1416.46,18,32.0,70.41,4.49,Fashion,0
100169,24,Male,1251128.83,109282.07,31,3107.7,2,40.0,7.08,4.18,Electronics,1
100116,47,Female,1257702.92,106535.16,29,4317.08,1,37.0,11.57,4.96,Fashion,1
101089,35,Male,698038.18,31167.74,25,2091.1,75,14.0,53.92,3.83,Beauty,1
100987,48,Male,824602.09,70670.3,21,1544.47,84,13.0,9.05,2.48,Electronics,1
101396,25,Female,711885.54,3862.18,2,1458.26,138,2.0,14.01,2.83,Electronics,0
101425,40,Male,398473.65,3900.28,2,1164.24,139,13.0,8.33,2.56,Home & Kitchen,0
100416,32,Male,618405.7,7167.48,3,1717.91,19,19.0,31.45,3.81,Books,0
100142,25,Male,1329788.54,123668.45,26,3516.84,7,22.0,5.84,3.77,Home & Kitchen,1
101234,56,Female,446795.64,1436.04,1,996.21,80,3.0,23.01,3.89,Beauty,0
101294,47,Male,721112.91,3749.96,1,1521.32,225,6.0,17.95,2.83,Electronics,0
100763,32,Female,517490.23,17295.07,14,1382.7,25,32.0,82.81,2.99,Fashion,1
101207,47,Female,648873.11,3469.76,4,1356.84,88,2.0,8.95,4.89,Fashion,0
100463,40,Male,628781.59,10982.49,7,979.58,12,32.0,11.57,4.38,Fashion,1
101244,40,Female,401128.23,2464.9,1,807.5,43,4.0,24.35,3.91,Beauty,0
100079,39,Male,844301.86,92785.33,35,3759.73,9,21.0,4.59,3.88,Home & Kitchen,1
101005,51,Female,961284.01,49453.47,13,1964.29,84,7.0,27.19,4.6,Sports,0
101491,44,Female,611007.02,3683.13,2,427.69,169,1.0,10.82,3.87,Fashion,1
100572,27,Male,643379.7,17608.05,12,1668.66,24,32.0,77.7,3.44,Home & Kitchen,1
100016,33,Male,1278500.12,109806.82,27,2928.52,9,,7.95,4.13,Home & Kitchen,1
100495,27,Male,637061.83,10043.95,10,1532.12,3,30.0,28.85,3.86,Home & Kitchen,1
100351,23,Male,640163.65,13078.65,3,1972.95,6,25.0,26.04,3.41,Books,1
101000,40,Male,958159.62,21213.88,13,1897.57,57,13.0,37.42,3.85,Electronics,1
100275,27,Female,930121.51,6231.85,6,1710.07,20,14.0,20.85,4.02,Books,0
101192,18,Female,345734.6,4244.57,2,720.55,142,1.0,28.91,2.19,Books,0
100272,26,Male,709960.56,12760.11,4,2212.17,19,23.0,38.12,4.16,Home & Kitchen,1
101474,38,Female,350335.32,2938.71,3,968.96,153,4.0,23.89,3.76,Beauty,0
100238,20,Male,768871.15,7746.9,5,2030.3,17,10.0,38.18,4.04,Electronics,1
100586,23,Female,438626.98,21957.66,7,1068.66,14,38.0,77.11,4.68,Beauty,0
101313,39,Male,388725.07,2819.02,2,1041.95,137,4.0,24.27,,Books,1
100695,30,Male,523424.78,28553.44,10,1046.37,18,38.0,59.45,3.85,Sports,0
101002,54,Male,919152.02,55758.15,13,2910.72,125,,13.35,4.04,Home & Kitchen,1
100323,25,Male,704952.71,7313.82,8,2262.23,0,6.0,33.45,4.0,Home & Kitchen,1
100783,31,Male,471637.79,17403.7,18,1031.65,13,29.0,70.59,4.57,Home & Kitchen,1
101359,33,Male,150000.0,1360.91,3,1269.5,152,5.0,11.51,2.73,Books,0
101204,55,Female,268587.2,837.64,5,656.06,99,1.0,18.23,2.65,Books,1
100971,43,Male,591339.77,32767.39,26,2440.48,97,4.0,8.94,3.15,Electronics,1
101467,25,Female,576598.39,3715.12,4,1405.13,161,6.0,3.02,4.03,Home & Kitchen,0
100527,23,Male,676808.71,21690.09,15,1081.31,18,32.0,58.22,2.71,Fashion,1
101426,29,Female,337781.08,200.0,3,817.26,133,0.0,0.0,2.85,Home & Kitchen,0
101171,33,Male,359942.79,6766.37,2,1140.32,206,5.0,11.13,4.33,Sports,1
100176,40,Male,724229.92,111067.3,34,3220.0,2,17.0,10.94,4.93,Fashion,1
100359,30,Male,373732.98,11560.6,1,2565.63,17,33.0,40.64,3.41,Books,0
100044,37,Male,1618850.2,113952.34,26,3049.93,11,33.0,0.0,4.92,Fashion,1
100417,23,Male,464178.36,11722.9,0,2014.63,0,13.0,20.78,3.34,Electronics,0
100345,21,Female,429498.26,8343.97,5,2348.58,9,27.0,17.57,3.98,Books,1
101027,33,Male,1070784.59,30283.04,16,2658.19,94,13.0,36.06,3.98,Home & Kitchen,1
101402,30,Male,516243.76,1549.22,1,357.61,183,0.0,33.61,2.68,Books,1
100102,31,Female,1142604.06,113248.7,19,3499.72,15,30.0,8.75,4.45,Electronics,1
100108,29,Female,1331960.03,130985.43,37,3647.48,8,31.0,12.16,4.72,Electronics,1
101490,36,Female,419885.26,3573.44,1,670.0,139,13.0,33.46,3.14,Fashion,1
101053,50,Female,618771.18,27834.81,24,3198.24,78,6.0,24.46,3.79,Electronics,1
100965,18,Female,704338.54,44807.1,8,1926.97,93,11.0,41.94,3.87,Books,0
100381,28,Female,950626.56,11344.33,2,2629.39,13,29.0,24.3,3.43,Fashion,1
100245,18,Female,595110.37,5369.57,5,2409.32,1,19.0,32.1,4.54,Electronics,1
101100,51,Female,797967.44,68948.87,21,3823.73,118,6.0,32.03,1.72,Sports,1
100501,26,Male,931366.76,11289.45,2,1742.39,11,24.0,26.22,4.83,Home & Kitchen,1
100701,22,Male,487982.69,14775.96,10,1499.73,42,25.0,62.4,3.61,Fashion,1
100129,27,Female,1181089.82,72572.39,35,2958.76,8,35.0,14.67,5.0,Fashion,1
100240,23,Male,831008.12,5861.75,4,2520.99,9,2.0,21.25,3.48,Home & Kitchen,0
101115,57,Male,1204796.31,47746.87,19,2225.05,103,10.0,32.72,4.05,Beauty,1
100683,44,Female,483258.04,28808.97,8,1118.01,19,29.0,67.7,3.88,Home & Kitchen,1
100483,25,Female,942425.84,5194.66,5,2023.95,24,18.0,47.04,4.0,Sports,1
101306,28,Female,700407.52,200.0,0,763.21,122,2.0,3.61,3.17,Beauty,1
100276,31,Female,910882.42,8005.46,2,2697.38,19,14.0,28.51,3.01,Fashion,0
100583,40,Female,623799.02,15785.01,10,1513.59,10,28.0,85.71,3.08,Fashion,1
100204,32,Female,1282967.68,107892.56,25,2775.62,6,52.0,5.13,4.65,Books,1
100033,44,Female,1116879.62,98321.76,34,2587.77,4,55.0,15.27,4.33,Electronics,1
101320,65,Female,731163.67,5042.04,5,1175.28,213,3.0,4.05,4.38,Beauty,0
100814,27,Female,328299.66,29230.25,13,1694.11,0,29.0,51.08,3.37,Electronics,1
100998,34,Female,947778.8,35763.18,11,3054.72,52,6.0,66.49,2.62,Sports,1
100382,23,Female,652857.75,6589.42,6,1736.53,0,21.0,38.09,2.96,Fashion,0
101074,52,Female,831232.97,57589.05,32,3036.99,123,10.0,29.54,3.53,Fashion,1
101349,29,Male,311338.71,5769.31,2,966.12,173,2.0,21.88,2.91,Electronics,1
100579,18,Male,545382.02,21619.64,13,1116.74,25,31.0,63.56,3.99,Fashion,1
100888,31,Female,944348.47,74161.55,11,2450.36,69,7.0,14.39,4.3,Sports,1
101326,18,Female,452506.11,2035.78,2,501.9,90,1.0,8.34,3.47,Books,0
101327,26,Female,376218.04,3842.56,2,1405.84,77,3.0,30.08,4.23,Books,0
100942,41,Female,780411.93,24888.63,10,1745.09,116,7.0,22.71,2.8,Electronics,0
100164,35,Female,1157675.23,81999.67,27,2802.72,3,43.0,4.03,4.66,Electronics,1
100910,53,Male,927071.17,26233.44,13,,71,10.0,15.83,3.25,Electronics,1
100298,23,Male,913374.02,12505.71,3,2796.73,17,28.0,28.8,3.72,Fashion,1
100756,38,Female,584110.76,25784.42,12,1441.46,17,24.0,70.78,4.43,Sports,1
100406,30,Male,284073.34,11306.69,3,2613.45,16,38.0,29.16,3.39,Sports,1
100969,34,Female,1058352.25,52782.41,15,1840.38,126,0.0,28.95,4.1,Electronics,0
100606,18,Female,696680.84,17424.26,10,1100.69,19,31.0,71.89,4.78,Fashion,1
100421,38,Female,790122.61,11092.76,4,2364.39,11,14.0,34.67,4.7,Fashion,0
100465,30,Female,398288.81,15079.3,2,1563.97,22,31.0,37.8,3.78,Electronics,0
101188,36,Male,263576.09,3839.26,2,1301.73,155,4.0,15.49,1.98,Electronics,0
100940,35,Female,1183839.74,45610.07,12,3849.19,90,3.0,23.99,3.83,Books,1
100193,29,Male,785373.77,64455.6,29,2349.43,8,39.0,6.44,4.21,Books,1
100675,35,Male,500042.86,19854.66,8,1256.62,35,18.0,51.37,3.71,Beauty,0
100352,28,Female,503093.19,8959.19,6,2988.04,8,19.0,30.47,4.68,Electronics,0
100859,29,Male,1135161.52,58134.97,17,2042.25,83,9.0,34.11,3.66,Fashion,1
100064,42,Female,1046502.79,81722.06,42,3900.26,12,24.0,10.44,4.29,Electronics,1
101174,45,Male,358938.42,2453.42,1,1579.39,184,1.0,32.96,,Beauty,0
100766,22,Female,342734.62,24842.55,8,1123.95,0,19.0,64.26,3.63,Fashion,0
101441,63,Male,456927.39,7185.77,1,558.49,164,0.0,11.81,3.07,Fashion,0
100262,34,Female,814737.41,8657.3,5,3236.22,19,30.0,12.24,3.36,Electronics,1
100343,24,Female,851312.93,8716.68,4,2139.45,8,29.0,16.82,3.73,Fashion,1
101221,58,Female,667586.36,2509.12,3,392.69,163,1.0,1.12,2.05,Books,0
100472,27,Male,874304.88,2795.98,1,1918.19,25,31.0,5.78,3.33,Sports,1
101335,60,Female,579503.48,4796.82,2,756.57,207,0.0,29.55,,Books,0
100199,33,Female,1098369.67,125260.19,30,4037.96,7,48.0,13.74,4.04,Home & Kitchen,1
101232,51,Female,518395.26,4957.32,2,855.9,139,0.0,28.9,2.71,Sports,1
100918,47,Female,1211863.69,34220.75,6,2495.09,122,10.0,15.99,3.2,Electronics,0
100744,18,Female,580591.58,27470.27,2,1219.49,23,43.0,72.46,3.7,Fashion,1
100571,24,Female,339670.6,30921.08,8,1271.4,37,10.0,70.34,4.75,Sports,0
100219,18,Male,953845.57,94453.36,33,2806.28,3,39.0,15.34,5.0,Electronics,1
100454,30,Male,716397.76,3347.39,6,2226.85,4,20.0,33.46,4.37,Electronics,1
100031,44,Female,982706.09,73053.08,30,3404.55,5,43.0,11.67,3.52,Electronics,1
100057,20,Female,780105.76,98971.17,26,2339.38,8,25.0,5.21,5.0,Electronics,1
101211,47,Male,379868.02,6317.82,1,1319.55,124,,19.45,2.35,Fashion,1
101386,55,Male,364640.79,2652.56,5,1439.59,106,3.0,4.12,3.92,Sports,1
101066,47,Male,834986.42,37111.23,25,4105.22,69,12.0,21.34,2.69,Books,1
100431,23,Male,189290.08,4856.55,2,,13,41.0,20.45,3.97,Beauty,0
100725,29,Female,489295.62,30253.22,24,786.55,23,25.0,63.23,3.81,Fashion,1
101145,43,Male,473415.8,1184.35,3,1689.19,83,7.0,0.0,3.58,Electronics,1
101006,41,Female,1006250.48,50502.24,14,3409.76,123,7.0,39.21,3.16,Fashion,1
101051,45,Male,941039.2,41792.85,10,2678.85,96,13.0,48.5,2.7,Beauty,0
101346,30,Female,607177.36,3914.3,2,1430.17,218,6.0,18.77,4.07,Home & Kitchen,0
101237,42,Female,595032.51,4001.96,0,1241.97,136,7.0,11.39,2.88,Home & Kitchen,1
101236,21,Male,698839.69,200.0,0,1510.8,139,9.0,23.57,2.82,Books,0
101449,38,Male,441254.93,2753.87,2,,101,3.0,0.95,2.82,Sports,0
100621,25,Male,439875.72,10930.51,14,1416.53,26,23.0,69.93,3.07,Beauty,1
101068,32,Female,861465.58,40293.0,12,3560.92,63,5.0,23.26,3.29,Home & Kitchen,1
100839,36,Male,1079371.32,27196.81,19,3515.93,63,7.0,19.42,3.32,Electronics,1
100100,34,Female,1304441.57,105593.86,24,1684.57,6,36.0,4.05,4.7,Fashion,1
100533,37,Male,552695.43,22680.09,27,1635.0,22,34.0,63.89,3.72,Fashion,1
100529,36,Male,639389.7,19494.07,8,1042.12,11,11.0,84.07,3.19,Electronics,1
101347,56,Male,342984.99,6398.14,1,1575.71,193,4.0,17.58,,Books,0
101173,29,Male,469149.2,3201.96,2,813.78,161,0.0,22.76,3.57,Sports,0
101179,18,Female,387008.36,4153.58,2,795.14,47,4.0,7.12,2.47,Home & Kitchen,1
100630,41,Female,584364.22,17138.03,16,774.55,14,30.0,60.23,2.83,Beauty,1
101028,63,Female,1068114.83,48476.23,16,2238.33,54,6.0,49.91,4.06,Sports,0
100271,18,Male,723911.38,8887.02,0,2420.27,12,24.0,12.01,4.12,Home & Kitchen,0
101342,18,Female,425556.55,4165.51,0,1120.62,115,2.0,4.74,3.69,Beauty,0
100627,29,Female,350098.23,17271.11,19,1157.79,29,28.0,70.98,3.74,Fashion,1
101043,31,Male,801251.42,58503.33,2,4154.23,110,7.0,29.34,3.01,Electronics,0
100977,41,Male,940688.29,60263.02,3,3179.36,116,9.0,4.4,2.58,Electronics,1
100372,31,Female,671670.28,13912.37,4,1693.82,9,27.0,28.93,4.02,Fashion,0
100589,24,Male,726762.9,19448.82,21,1960.42,0,16.0,83.89,4.55,Sports,1
100968,44,Female,1040187.98,49150.99,12,2728.42,110,8.0,32.28,3.13,Home & Kitchen,0
101166,26,Male,201423.55,1808.7,5,1005.39,91,0.0,30.47,3.24,Books,0
101147,28,Female,423730.24,3979.74,3,996.42,77,3.0,3.53,2.57,Sports,0
100237,29,Male,469626.32,2455.64,5,1519.11,9,23.0,12.91,4.19,Electronics,1
100597,30,Male,516860.24,22802.06,18,1625.79,16,21.0,94.32,2.59,Sports,1
100963,42,Male,768900.36,64630.12,12,3596.29,91,2.0,23.71,3.17,Fashion,0
101446,42,Male,447127.04,4540.76,0,609.45,121,0.0,20.66,2.51,Home & Kitchen,0
101164,18,Female,277064.71,3292.13,2,993.59,113,6.0,24.43,3.94,Fashion,0
100591,34,Female,428516.49,27782.77,17,999.51,20,25.0,76.45,4.08,Fashion,1
100209,35,Female,1239534.88,88749.15,21,2207.16,8,42.0,14.59,3.8,Electronics,1
101075,26,Male,708857.07,75027.72,5,3214.33,75,5.0,30.66,3.9,Sports,0
100900,55,Female,1095031.94,31064.03,15,2553.38,39,9.0,35.43,4.47,Electronics,1
100354,24,Male,797850.91,13019.56,2,1473.27,12,23.0,35.37,3.72,Electronics,1
100059,29,Male,1553112.14,105651.9,31,2547.33,9,22.0,16.86,3.97,Fashion,1
100304,24,Female,479546.05,9434.25,4,,15,34.0,40.08,3.88,Home & Kitchen,1
101448,36,Female,554608.12,1915.34,2,1168.79,116,7.0,6.57,3.32,Electronics,1
100844,45,Male,1155782.57,53136.2,5,1807.4,61,8.0,27.93,4.32,Fashion,0
101262,48,Male,476688.15,200.0,0,783.72,81,8.0,33.16,1.98,Home & Kitchen,1
101431,29,Female,163461.87,5238.22,0,483.37,103,0.0,24.63,3.56,Electronics,1
101210,37,Female,423422.27,2404.12,2,629.71,138,3.0,21.88,3.63,Beauty,1
100368,25,Female,620024.35,7177.92,2,1154.05,8,25.0,23.64,5.0,Fashion,0
101358,34,Female,298350.46,3684.76,5,1444.49,158,6.0,7.23,3.26,Sports,0
101198,30,Male,177338.19,4554.79,1,1622.51,90,9.0,13.71,2.32,Home & Kitchen,1
101305,43,Female,415667.98,5907.37,5,1830.86,153,,6.44,2.81,Books,0
101233,51,Female,480157.15,4836.9,5,615.99,83,7.0,5.03,3.59,Beauty,0
100705,22,Male,651020.92,12912.85,1,1560.03,34,42.0,78.91,2.99,Fashion,0
100234,29,Female,648813.89,11424.53,4,1465.33,25,27.0,41.32,3.63,Beauty,1
100619,23,Female,526037.73,13890.62,14,1245.28,40,26.0,66.42,3.48,Books,1
100197,44,Female,985674.59,113813.92,26,3497.7,6,42.0,6.64,4.42,Beauty,0
101260,52,Male,189934.94,5496.61,0,927.11,161,4.0,1.13,3.61,Fashion,0
100082,31,Female,1186625.97,89552.08,19,1942.91,7,37.0,17.4,4.76,Home & Kitchen,1
101405,21,Male,444978.78,5405.65,7,1128.88,193,6.0,3.36,2.6,Beauty,1
100598,22,Male,560455.64,19760.16,13,1279.51,10,37.0,72.45,2.84,Fashion,1
101157,55,Female,573392.31,2193.89,2,1242.99,153,5.0,17.87,2.61,Electronics,0
100112,33,Female,887369.89,66989.84,30,3631.9,11,35.0,3.34,4.61,Electronics,1
101277,47,Female,471899.39,6203.95,4,780.91,170,6.0,8.51,2.39,Home & Kitchen,0
100781,32,Female,597103.39,18357.18,11,1044.69,9,21.0,45.78,3.86,Fashion,1
100984,46,Male,712215.42,43590.07,23,2029.28,115,7.0,31.29,3.07,Beauty,1
100800,18,Male,577617.91,22027.88,19,1481.85,16,21.0,57.58,2.68,Fashion,1
101266,39,Male,491711.94,4637.58,1,1086.09,128,8.0,24.84,2.21,Electronics,1
