User_ID,Product_ID,Product_Category,Rating,Price,Purchase_Status,Number_of_Views,Cart_Status,Time_Spent,Previous_Purchases
2935,5096,Home & Kitchen,3.0,46.12,0,6,0,3.88,3
1821,5558,Fashion,4.0,11.38,0,10,1,3.12,4
1651,5380,Electronics,4.0,96.47,0,11,1,3.85,2
2811,5574,Fashion,4.0,29.23,1,6,1,5.56,5
1740,5345,Electronics,2.0,100.96,0,3,0,0.2,4
1152,5224,Books,3.0,6.53,0,9,0,4.5,5
1939,6478,Books,4.0,5.66,0,4,0,3.31,4
2591,5193,Home & Kitchen,3.0,12.5,0,6,1,2.81,2
1378,6059,Books,4.0,7.25,0,9,0,1.29,7
1925,6076,Home & Kitchen,4.0,62.13,0,6,1,4.7,4
1259,5926,Books,4.0,19.91,1,10,1,3.52,5
2372,6367,Fashion,3.0,10.77,0,4,0,4.33,0
1951,5007,Fashion,4.0,22.9,0,6,0,2.09,7
1660,5452,Sports,3.0,75.21,0,3,0,0.7,2
1453,5276,Fashion,3.0,65.27,0,6,0,1.94,1
2128,5865,Sports,3.0,23.53,0,6,0,3.44,3
2339,5953,Home & Kitchen,4.0,65.57,0,12,1,1.3,8
2880,6346,Home & Kitchen,4.0,58.75,0,5,1,3.93,2
1874,5569,Home & Kitchen,4.0,55.77,1,5,1,6.22,7
1321,5353,Sports,4.0,9.59,0,6,0,0.2,2
2665,6386,Electronics,2.0,44.03,0,1,0,2.21,5
2259,6009,Sports,4.0,26.67,0,4,0,3.38,3
2400,6147,Sports,4.0,26.18,0,7,1,3.54,0
1194,5667,Sports,3.0,28.43,0,5,0,5.68,5
1624,5671,Books,3.0,26.15,0,3,0,2.91,7
2535,5583,Sports,4.0,24.05,0,8,1,3.44,4
2664,6124,Beauty,4.0,22.58,0,4,0,3.09,3
1870,5315,Home & Kitchen,3.0,40.46,0,4,1,4.37,4
2609,6463,Home & Kitchen,3.0,31.52,1,4,0,6.11,3
2683,5263,Sports,3.0,14.0,0,5,0,3.72,2
1774,5691,Home & Kitchen,3.0,34.28,0,12,1,6.32,6
2796,5471,Beauty,4.0,4.67,1,3,0,3.7,2
1576,5963,Electronics,4.0,88.08,0,5,0,1.82,2
1479,6021,Fashion,3.0,5.75,0,3,0,5.22,1
2364,6377,Fashion,4.0,30.23,1,5,1,3.68,0
2273,6183,Home & Kitchen,4.0,21.27,0,10,1,6.1,2
1279,5373,Beauty,4.0,9.14,0,4,0,4.88,5
2665,5309,Sports,3.0,47.15,0,8,0,5.28,9
1399,6329,Home & Kitchen,3.0,24.51,0,11,0,2.85,1
2609,5731,Electronics,4.0,66.31,0,10,1,2.52,3
1014,5146,Beauty,4.0,5.87,0,5,1,3.66,4
2593,6237,Electronics,3.0,152.76,1,8,0,1.84,5
2573,5972,Books,3.0,9.62,0,1,0,1.66,4
2560,5038,Sports,3.0,32.0,0,15,0,2.98,5
2329,6174,Fashion,4.0,32.47,0,5,0,1.88,6
1943,5911,Fashion,4.0,4.83,1,7,0,3.67,5
2410,5921,Electronics,2.0,162.39,0,11,0,4.03,4
1554,6297,Home & Kitchen,3.0,25.83,0,5,0,2.93,3
2561,5743,Electronics,3.0,156.4,0,3,0,1.68,4
2111,5691,Books,5.0,6.89,1,11,1,,4
1917,5926,Electronics,4.0,43.36,0,5,0,4.06,2
2011,5296,Beauty,4.0,23.31,0,5,0,3.34,4
2137,5227,Beauty,5.0,58.9,0,4,0,3.79,1
1074,6265,Fashion,3.0,47.66,0,5,0,2.37,4
1279,5323,Sports,4.0,41.61,0,6,0,4.4,3
1490,5756,Electronics,3.0,84.63,0,4,0,4.81,3
1229,5404,Books,3.0,9.29,0,6,0,1.81,4
1879,5345,Sports,4.0,69.1,0,5,1,3.03,1
2336,5896,Beauty,4.0,28.75,0,5,1,1.23,1
2308,6203,Books,4.0,3.37,1,5,1,4.95,5
1942,5662,Home & Kitchen,4.0,16.83,1,6,1,7.11,5
2710,5208,Fashion,3.0,34.02,0,8,0,5.23,3
2130,5366,Electronics,3.0,30.04,0,6,0,3.56,4
1158,5246,Books,3.0,9.58,0,5,0,3.95,3
2529,6324,Home & Kitchen,3.0,55.5,0,8,1,4.73,3
2149,5479,Sports,3.0,39.03,1,9,1,,3
2269,5560,Fashion,3.0,9.89,0,8,1,3.96,4
2130,5106,Books,4.0,4.76,0,7,1,3.79,1
2107,5669,Books,3.0,11.94,0,6,0,3.44,5
1181,6370,Fashion,3.0,73.2,1,10,1,3.32,1
2118,5614,Home & Kitchen,3.0,30.53,0,6,0,3.91,2
2589,5976,Sports,3.0,51.56,0,4,0,2.13,1
1607,5272,Fashion,3.0,31.4,0,8,0,2.75,1
2205,5214,Electronics,3.0,42.25,1,7,0,4.24,5
1061,6097,Fashion,4.0,41.55,0,11,0,3.92,3
1694,5098,Beauty,3.0,5.77,0,10,1,,7
1873,5672,Electronics,2.0,109.05,0,15,0,5.56,2
2965,5475,Home & Kitchen,4.0,44.87,0,8,0,3.72,2
1429,5024,Books,3.0,6.13,0,5,0,3.4,2
1553,5796,Electronics,5.0,31.76,1,6,1,4.75,4
1817,6446,Electronics,3.0,47.57,1,4,1,6.29,5
2985,5103,Home & Kitchen,3.0,20.09,0,7,1,3.12,6
2706,6223,Electronics,3.0,54.8,0,8,1,4.56,4
1069,5808,Electronics,3.0,50.86,0,10,1,3.57,2
1467,6085,Fashion,5.0,16.33,0,9,1,2.5,5
2643,5144,Electronics,4.0,20.66,0,11,0,3.96,2
1116,6303,Sports,3.0,13.15,0,6,1,4.69,6
2711,5017,Electronics,4.0,125.77,0,6,0,2.52,5
1562,6360,Beauty,3.0,12.48,0,5,1,5.39,2
2835,5986,Sports,5.0,25.22,1,9,1,3.33,9
1587,5506,Beauty,4.0,13.38,0,7,1,3.16,4
1868,5010,Beauty,3.0,42.06,0,4,1,4.77,1
2323,5916,Home & Kitchen,4.0,19.78,1,9,0,,7
1252,5131,Books,3.0,5.15,0,8,0,2.78,4
2114,5913,Electronics,2.0,91.01,0,7,0,1.87,5
2010,6159,Electronics,3.0,73.8,0,7,1,6.4,4
2567,5400,Books,3.0,12.63,0,7,0,4.09,3
2992,5358,Electronics,2.0,88.95,0,7,0,6.64,6
2328,5332,Fashion,3.0,42.22,0,12,0,3.29,2
1818,5337,Fashion,5.0,9.72,0,8,0,4.38,5
1812,5170,Electronics,,85.57,0,8,0,2.03,1
1835,5374,Electronics,2.0,37.9,0,11,1,2.48,2
2628,5988,Beauty,4.0,4.78,1,10,1,3.31,5
1642,5453,Beauty,4.0,24.15,0,7,1,6.33,3
1333,6171,Electronics,3.0,85.34,1,5,0,4.07,6
1668,6228,Books,4.0,8.81,0,10,1,5.59,1
1045,6141,Electronics,3.0,117.4,0,10,0,7.0,1
1212,5809,Sports,4.0,17.32,0,8,1,5.31,3
1180,5474,Sports,3.0,44.47,0,12,0,5.39,6
2543,6394,Beauty,4.0,16.02,0,8,1,4.08,3
2444,5307,Home & Kitchen,3.0,30.86,0,7,0,6.0,1
2393,5696,Electronics,4.0,18.82,0,8,0,4.43,2
1923,5680,Fashion,4.0,42.96,0,8,1,5.59,6
2434,6118,Books,3.0,11.35,0,8,1,3.4,2
1322,5820,Home & Kitchen,,47.75,1,9,1,4.96,3
2801,6199,Electronics,3.0,34.8,0,2,1,4.08,1
2002,6378,Sports,3.0,35.11,0,5,0,3.23,3
2876,5585,Sports,2.0,26.67,0,15,0,2.0,5
1304,6312,Electronics,3.0,86.04,0,11,0,4.48,3
1994,5254,Electronics,3.0,75.01,0,6,1,4.46,3
2392,6374,Electronics,3.0,173.04,0,10,1,2.46,4
1991,5266,Electronics,2.0,140.65,0,5,0,3.94,2
1892,6275,Beauty,5.0,14.85,0,3,1,4.0,1
1332,5585,Electronics,3.0,88.5,0,7,0,5.5,1
1762,6446,Beauty,3.0,14.06,1,7,1,4.3,3
1477,5193,Fashion,3.0,41.98,0,6,0,4.83,6
1603,5698,Books,4.0,8.22,1,5,1,3.5,3
2367,6352,Sports,4.0,21.4,1,8,1,3.42,3
2260,5071,Home & Kitchen,4.0,38.28,0,5,1,3.51,2
2214,5397,Home & Kitchen,3.0,66.97,0,8,0,3.21,9
1723,5125,Electronics,3.0,121.05,0,7,0,3.48,1
2919,5481,Electronics,3.0,48.85,0,5,0,4.5,5
1175,5585,Beauty,3.0,44.64,1,9,1,4.74,5
1685,5928,Electronics,2.0,36.13,0,5,1,4.39,2
1236,5386,Beauty,4.0,11.86,1,6,1,4.25,4
1677,5238,Home & Kitchen,4.0,56.21,1,11,1,5.98,7
2923,5254,Electronics,4.0,17.57,1,7,1,5.81,1
1732,6407,Beauty,4.0,18.12,0,3,1,3.79,3
2817,6429,Beauty,5.0,14.81,0,10,1,6.29,5
1990,5332,Sports,4.0,77.1,0,5,1,5.85,2
2399,5293,Fashion,4.0,11.68,0,4,0,3.88,3
1914,5081,Beauty,3.0,9.38,0,7,0,2.92,4
1531,6439,Books,3.0,25.11,1,7,1,3.3,6
2528,6059,Fashion,3.0,19.89,0,6,0,3.91,5
2938,6141,Books,3.0,17.82,0,13,0,3.59,8
1527,5435,Sports,4.0,22.37,0,6,0,2.31,4
2557,5961,Home & Kitchen,4.0,21.18,1,5,0,2.17,2
1522,5089,Books,3.0,18.37,0,6,0,3.14,3
2433,6014,Books,5.0,28.92,0,5,1,,6
2578,5869,Fashion,3.0,51.34,0,8,1,1.04,5
1898,5497,Books,4.0,6.44,1,4,1,4.91,6
2473,6065,Electronics,3.0,64.58,0,5,1,5.27,2
1544,5969,Electronics,4.0,35.37,0,7,0,4.72,3
1158,5658,Electronics,2.0,39.27,0,4,0,0.49,3
1192,5280,Home & Kitchen,3.0,19.01,0,4,0,3.36,5
1894,5035,Books,4.0,6.81,1,7,1,4.51,3
2805,6406,Beauty,4.0,19.45,0,4,0,5.51,2
1255,5422,Beauty,4.0,18.07,1,6,1,7.04,4
1911,5452,Electronics,4.0,102.52,0,8,0,3.9,5
2408,6021,Beauty,3.0,20.1,1,10,1,4.19,5
1404,5382,Home & Kitchen,3.0,48.25,0,6,1,4.51,4
2443,5563,Home & Kitchen,5.0,53.09,0,11,1,3.12,6
1611,6066,Fashion,3.0,17.36,1,2,1,2.29,1
2617,5893,Fashion,3.0,21.63,1,8,1,5.21,3
2158,5984,Books,,47.83,0,6,0,4.8,10
2093,5007,Beauty,4.0,12.34,0,7,1,3.53,2
1353,5676,Home & Kitchen,3.0,49.98,0,9,0,1.57,1
1926,5712,Electronics,3.0,27.87,0,6,0,0.57,2
2713,5948,Sports,5.0,49.13,0,2,1,3.33,3
1039,5227,Home & Kitchen,3.0,20.32,0,6,0,3.72,3
2517,5239,Home & Kitchen,3.0,33.9,0,5,0,3.35,1
1985,6143,Sports,3.0,11.42,0,7,0,5.18,3
2438,6009,Electronics,2.0,63.53,0,8,0,,1
2326,6216,Beauty,3.0,17.55,0,7,0,0.87,5
1864,5405,Books,2.0,7.92,1,8,1,6.88,2
1617,6496,Home & Kitchen,2.0,43.28,0,7,0,0.2,2
2254,5409,Electronics,3.0,127.69,0,10,1,3.14,2
1280,5976,Fashion,4.0,12.47,1,11,1,2.49,5
2168,5243,Electronics,4.0,58.99,1,10,1,4.69,5
1189,6377,Beauty,5.0,5.38,1,9,0,1.99,4
2299,5498,Home & Kitchen,3.0,36.54,0,8,0,4.87,0
2257,6203,Electronics,4.0,32.65,0,6,1,3.31,7
1168,5496,Sports,3.0,29.94,0,2,1,4.52,2
2514,6186,Fashion,3.0,27.26,0,7,0,0.24,7
1831,5681,Home & Kitchen,4.0,10.8,1,6,1,3.48,5
2573,5093,Books,5.0,11.22,1,3,1,4.6,3
1083,5285,Electronics,4.0,123.89,1,4,0,1.94,6
1358,6025,Fashion,3.0,34.29,1,8,1,4.34,1
1987,5289,Fashion,3.0,12.66,1,8,1,4.3,3
1376,5412,Beauty,2.0,17.25,0,9,0,4.3,6
1659,5812,Fashion,3.0,24.66,0,11,0,3.45,4
2321,5379,Books,4.0,8.14,0,6,0,4.87,1
1289,5193,Electronics,3.0,27.03,0,8,0,4.4,6
2355,5936,Books,3.0,5.24,1,9,1,4.36,6
1206,6033,Beauty,3.0,15.37,0,10,1,3.09,3
1350,6099,Electronics,3.0,74.29,0,6,0,2.3,4
2175,6415,Electronics,4.0,45.07,1,12,1,4.74,2
2586,5186,Electronics,2.0,18.56,0,4,1,2.59,4
1341,5640,Fashion,3.0,17.04,0,4,1,5.81,5
1599,5350,Fashion,3.0,62.87,0,5,0,6.77,5
2850,6351,Beauty,3.0,22.54,0,7,0,2.77,1
2979,5809,Fashion,3.0,26.53,0,6,1,2.54,3
2162,5147,Sports,3.0,17.29,0,7,0,4.5,7
1894,6038,Fashion,3.0,17.55,1,8,1,4.34,4
1693,5064,Fashion,4.0,6.5,0,8,1,3.83,2
2224,5411,Fashion,4.0,13.24,1,6,1,4.64,5
2181,6082,Fashion,3.0,29.1,0,5,0,,2
1589,5759,Books,4.0,10.0,0,9,1,2.76,1
1045,6141,Fashion,4.0,15.41,0,6,0,2.5,1
1302,5856,Fashion,3.0,21.7,0,4,0,0.84,3
2917,6264,Books,3.0,9.04,0,7,0,1.3,4
1836,5843,Beauty,4.0,11.96,0,6,1,2.35,3
1964,5085,Fashion,4.0,31.15,0,7,0,3.33,8
1934,5106,Books,4.0,9.88,1,8,1,5.08,2
2565,6165,Fashion,4.0,17.97,0,10,1,4.88,5
1129,5057,Electronics,3.0,28.15,0,8,0,4.58,6
1165,5564,Home & Kitchen,3.0,23.57,0,12,0,3.73,2
1551,5024,Sports,4.0,20.52,1,6,1,7.13,4
1973,5455,Fashion,3.0,15.39,0,3,0,1.77,3
2342,5892,Sports,3.0,10.05,0,7,0,3.46,5
1981,5259,Electronics,3.0,144.84,0,4,0,4.16,4
1882,5699,Sports,3.0,63.85,0,9,0,2.3,6
2875,6494,Electronics,3.0,58.32,1,7,1,3.38,3
1322,5105,Home & Kitchen,3.0,37.04,1,8,1,1.72,3
2143,5095,Beauty,4.0,23.11,0,7,1,3.32,5
2084,5406,Fashion,4.0,21.42,1,8,1,6.09,1
1946,6240,Beauty,3.0,21.11,1,10,1,4.21,3
2615,5608,Sports,3.0,41.98,0,4,0,6.54,5
1533,5959,Beauty,3.0,19.3,0,9,1,6.05,3
2907,5050,Home & Kitchen,4.0,51.32,0,7,0,1.62,4
1663,6102,Sports,3.0,18.83,1,13,1,2.33,3
2090,5101,Sports,3.0,28.72,0,6,0,5.93,4
2041,6067,Fashion,3.0,100.82,0,5,0,3.57,0
2699,5221,Sports,4.0,53.53,0,5,0,1.5,6
1877,6287,Books,3.0,9.79,0,5,0,5.15,3
1569,5444,Sports,3.0,15.61,0,10,1,6.27,4
1043,5275,Sports,4.0,29.66,1,9,1,6.16,5
1727,5505,Sports,3.0,51.32,0,7,0,4.58,8
2652,5001,Sports,4.0,44.92,1,7,1,5.62,1
1019,5247,Fashion,4.0,7.04,0,3,0,4.34,1
2792,5897,Sports,3.0,10.27,0,5,0,2.27,4
2085,5451,Fashion,4.0,8.43,0,10,1,5.63,2
1280,5530,Home & Kitchen,3.0,42.79,0,5,1,,1
1604,6210,Books,3.0,3.19,0,2,0,6.22,4
2108,5185,Fashion,4.0,12.15,0,5,1,3.2,3
1631,5593,Books,4.0,7.85,0,7,0,3.48,2
1217,5279,Home & Kitchen,3.0,62.35,0,7,0,2.21,4
2331,5724,Fashion,3.0,32.05,0,4,0,,4
2344,5497,Electronics,3.0,53.25,0,3,0,6.41,7
1237,5069,Beauty,3.0,28.49,0,7,0,,4
1562,5105,Home & Kitchen,2.0,102.28,0,4,0,3.77,5
1487,6278,Beauty,3.0,17.9,0,6,0,3.11,3
2318,5085,Electronics,3.0,27.16,0,3,0,2.57,0
2460,6174,Fashion,3.0,12.42,0,6,1,5.62,2
2453,6374,Electronics,2.0,33.95,0,1,0,2.34,4
2877,5698,Fashion,3.0,14.16,0,8,1,0.76,0
2537,5468,Books,5.0,6.94,1,5,1,8.23,6
1641,6164,Electronics,4.0,75.67,0,9,0,4.37,6
1215,6473,Sports,4.0,11.25,0,10,1,3.4,3
2229,5180,Electronics,4.0,27.54,0,7,1,2.84,6
2832,6446,Beauty,4.0,25.05,1,9,1,4.75,7
2950,6415,Books,3.0,6.18,0,8,1,2.16,4
1460,5213,Home & Kitchen,4.0,18.12,0,12,0,3.1,4
1472,5082,Fashion,3.0,19.87,0,9,0,4.57,2
1074,6072,Beauty,3.0,37.72,0,5,0,2.41,2
1282,5116,Fashion,2.0,36.31,0,12,0,2.27,3
2109,5901,Books,4.0,13.04,0,9,0,3.13,4
2093,5097,Books,3.0,23.02,0,4,0,3.23,1
1741,6035,Beauty,3.0,21.26,0,6,0,3.42,2
1619,5347,Beauty,2.0,48.67,0,10,0,3.56,4
2659,5144,Beauty,4.0,51.1,0,9,0,4.35,3
1920,5099,Sports,4.0,11.46,0,9,0,2.88,4
2616,5282,Home & Kitchen,4.0,10.69,0,7,0,4.28,2
2926,5811,Books,3.0,4.44,0,6,0,2.91,3
1634,5114,Home & Kitchen,3.0,64.93,0,6,0,3.6,3
1405,6203,Electronics,3.0,55.35,0,6,0,2.83,3
2905,5906,Sports,3.0,23.21,0,5,0,1.0,5
2269,5445,Beauty,3.0,28.98,1,11,0,4.45,2
1581,6479,Books,3.0,5.98,0,5,1,5.32,0
2243,5987,Home & Kitchen,2.0,35.86,0,4,0,4.03,1
2030,6007,Home & Kitchen,3.0,45.91,0,10,0,2.11,5
2811,5260,Beauty,3.0,9.39,0,5,1,1.73,8
1511,6066,Home & Kitchen,3.0,14.86,1,5,1,4.99,3
2982,5838,Sports,3.0,29.72,0,8,1,4.51,2
2872,6476,Home & Kitchen,3.0,35.4,0,12,1,4.26,3
1361,5716,Sports,4.0,45.97,1,8,1,5.16,1
1329,6017,Home & Kitchen,3.0,16.03,0,8,0,4.89,4
2066,5511,Fashion,3.0,14.43,0,9,1,4.11,2
1089,5060,Books,3.0,25.39,0,6,1,5.87,0
1597,5191,Beauty,3.0,31.67,0,6,0,6.36,6
1870,6300,Sports,4.0,26.68,0,10,1,5.88,2
2938,6107,Beauty,4.0,34.88,1,4,1,4.79,3
2984,5547,Home & Kitchen,,16.07,0,6,0,3.95,2
1303,6046,Books,4.0,7.42,0,9,0,3.99,4
2783,5006,Home & Kitchen,3.0,35.21,1,6,0,4.9,2
1181,5055,Books,3.0,6.89,0,4,0,2.8,6
2497,5760,Home & Kitchen,3.0,25.85,0,3,0,3.47,4
2691,5937,Electronics,3.0,97.97,0,12,0,3.12,5
2781,6405,Electronics,3.0,117.14,0,3,0,3.45,3
1446,6139,Books,4.0,6.44,1,9,1,2.69,5
2786,5385,Beauty,4.0,7.1,0,5,0,3.39,2
1231,6222,Home & Kitchen,3.0,11.49,0,7,0,3.24,3
2037,5737,Sports,4.0,7.74,0,9,1,5.53,2
1939,6239,Beauty,3.0,45.55,1,4,1,5.39,6
1631,5260,Beauty,2.0,26.79,0,5,0,4.58,6
1044,5039,Sports,2.0,38.67,0,7,0,1.62,3
2544,5086,Fashion,4.0,15.77,0,6,1,4.68,5
1671,6486,Electronics,3.0,43.2,0,7,0,5.15,1
2323,5120,Sports,3.0,54.34,0,7,0,3.34,5
1820,6409,Electronics,4.0,21.44,1,10,1,5.11,6
1747,6090,Sports,4.0,22.05,1,9,1,5.33,1
2772,5219,Electronics,3.0,130.49,0,5,0,1.29,1
1188,6296,Fashion,4.0,17.62,0,5,1,5.16,6
2473,5216,Sports,3.0,43.22,0,6,0,3.46,4
2493,5214,Beauty,4.0,16.42,0,10,1,1.9,3
1759,5863,Sports,3.0,5.84,0,2,0,3.68,4
1524,5432,Beauty,3.0,15.98,0,5,0,3.14,1
1010,5436,Electronics,4.0,66.23,0,10,0,5.24,1
2873,5292,Books,4.0,7.6,1,4,0,4.56,3
2895,5911,Fashion,4.0,10.49,1,7,1,4.65,4
1481,5040,Electronics,3.0,56.12,0,6,1,2.61,3
1063,5367,Books,4.0,2.39,0,6,0,3.19,3
1245,5830,Fashion,3.0,17.5,0,9,0,3.46,5
1135,5729,Beauty,4.0,27.25,0,10,0,4.93,3
2662,6049,Home & Kitchen,4.0,80.64,1,9,1,5.99,1
2783,5324,Sports,3.0,65.79,1,8,1,4.7,5
1306,5971,Electronics,4.0,31.61,1,9,0,2.68,4
2493,6139,Electronics,3.0,23.57,0,7,0,3.19,5
1358,5582,Home & Kitchen,3.0,35.22,1,6,1,4.39,3
1734,5385,Home & Kitchen,4.0,31.75,0,10,1,,4
2198,5832,Sports,3.0,41.22,0,6,0,3.62,2
2439,5868,Beauty,4.0,11.2,0,3,0,4.57,7
2749,5141,Electronics,2.0,64.76,0,7,0,1.5,5
1089,5847,Books,3.0,8.53,1,8,1,3.06,3
1392,5231,Home & Kitchen,4.0,24.6,1,7,0,4.92,5
1561,5853,Books,4.0,2.81,1,8,1,0.29,2
1620,6397,Books,4.0,13.5,0,7,0,5.47,3
2996,5805,Electronics,3.0,70.74,0,9,1,4.5,3
2554,6142,Beauty,5.0,28.2,0,9,0,4.05,8
1640,5464,Home & Kitchen,4.0,59.75,0,8,0,,4
2943,6384,Home & Kitchen,4.0,29.54,1,11,1,5.41,4
1998,6219,Fashion,3.0,36.15,0,9,0,6.86,1
2001,6375,Beauty,4.0,44.64,0,6,1,3.41,2
1867,6112,Home & Kitchen,4.0,98.74,0,8,0,3.15,2
1287,5974,Fashion,4.0,27.76,1,11,1,3.56,4
2868,5787,Fashion,3.0,29.16,0,6,1,4.9,8
1027,6392,Electronics,3.0,75.51,0,6,1,5.3,7
1348,6272,Books,2.0,12.09,0,7,1,,3
1459,5625,Sports,3.0,52.83,0,11,0,3.6,6
1558,5128,Home & Kitchen,2.0,37.25,0,4,0,5.29,1
1263,5005,Home & Kitchen,3.0,95.16,1,8,0,2.17,4
1035,5350,Electronics,4.0,173.54,0,7,0,5.6,7
2355,5093,Fashion,4.0,24.04,1,10,1,5.94,4
2938,5317,Books,3.0,8.98,0,3,0,2.97,2
1243,5164,Electronics,3.0,46.84,0,5,0,6.35,2
1593,6471,Electronics,3.0,91.72,0,6,0,5.28,4
2012,5143,Books,5.0,7.1,0,4,1,3.65,5
2855,5940,Beauty,3.0,12.39,1,4,0,3.13,2
2388,5527,Electronics,2.0,90.44,1,7,1,,5
2532,5261,Home & Kitchen,5.0,15.26,0,7,0,2.87,2
2162,6051,Sports,3.0,53.41,0,11,1,6.17,5
1834,6455,Home & Kitchen,3.0,46.39,0,5,1,2.88,3
1399,6185,Home & Kitchen,3.0,83.92,1,2,1,,4
2728,6462,Beauty,3.0,21.06,0,11,0,4.44,2
2608,5885,Beauty,4.0,27.83,1,8,1,1.89,5
1050,6010,Books,4.0,15.09,1,7,1,5.8,3
2430,5219,Fashion,2.0,50.01,0,8,0,3.3,2
1168,6278,Fashion,,26.11,0,5,0,0.92,0
2477,6121,Electronics,4.0,46.61,1,11,1,6.83,3
2651,5381,Beauty,3.0,21.38,0,7,1,7.94,2
1262,5532,Beauty,4.0,32.02,0,4,1,4.44,1
1867,5916,Home & Kitchen,4.0,63.7,0,5,0,4.69,2
1247,5019,Sports,4.0,9.42,1,4,1,4.35,5
2134,6226,Home & Kitchen,2.0,152.5,0,5,0,4.65,6
2855,5420,Fashion,3.0,16.58,0,8,0,3.43,2
1161,5112,Beauty,4.0,28.14,1,8,1,3.88,5
1795,5495,Home & Kitchen,2.0,73.71,0,7,0,3.55,4
2946,6253,Home & Kitchen,3.0,31.11,1,8,1,3.89,2
1601,5411,Home & Kitchen,3.0,65.29,0,8,0,2.08,4
1264,5808,Books,2.0,2.81,0,5,0,5.17,1
1977,6217,Fashion,2.0,48.6,0,6,1,3.94,4
2016,5050,Fashion,4.0,44.88,0,6,0,4.86,3
2325,6139,Beauty,2.0,23.12,0,6,0,4.53,5
