customer_id,total_revenue,total_purchases,avg_rating,total_pages_viewed,total_time_on_site,total_cart_abandoned,total_sessions,avg_order_value,avg_session_value,pages_per_session,time_per_session_min,purchase_rate,abandon_rate,purchase_likelihood
1032,0.0,0,4.0,45,3895,1,4,0.0,0.0,11.25,16.229166666666668,0.0,0.25,0
1033,571.06,1,4.2,85,2401,1,5,571.06,114.21199999999999,17.0,8.003333333333334,0.2,0.2,1
1034,0.0,0,4.0,19,1748,1,1,0.0,0.0,19.0,29.133333333333333,0.0,1.0,0
1035,325.77,1,4.0,49,2932,2,4,325.77,81.4425,12.25,12.216666666666667,0.25,0.5,1
1036,395.17,1,4.333333333333333,41,510,1,3,395.17,131.72333333333333,13.666666666666666,2.8333333333333335,0.3333333333333333,0.3333333333333333,1
1037,0.0,0,4.0,64,4348,2,4,0.0,0.0,16.0,18.116666666666667,0.0,0.5,0
1038,4503.98,1,4.0,31,4304,2,4,4503.98,1125.995,7.75,17.933333333333334,0.25,0.5,1
1039,1852.98,2,4.25,76,4586,1,4,926.49,463.245,19.0,19.108333333333334,0.5,0.25,1
1040,7417.69,2,3.6,25,5080,3,5,3708.845,1483.538,5.0,16.933333333333334,0.4,0.6,1
1041,1296.48,1,3.5,38,2083,1,2,1296.48,648.24,19.0,17.358333333333334,0.5,0.5,1
1042,4330.68,3,4.4,71,2626,2,5,1443.5600000000002,866.1360000000001,14.2,8.753333333333334,0.6,0.4,1
1043,0.0,0,4.0,17,152,1,1,0.0,0.0,17.0,2.533333333333333,0.0,1.0,0
1044,1008.62,2,3.5714285714285716,72,6220,3,7,504.31,144.08857142857144,10.285714285714286,14.809523809523808,0.2857142857142857,0.42857142857142855,1
1045,0.0,0,4.0,32,1736,1,2,0.0,0.0,16.0,14.466666666666667,0.0,0.5,0
1046,0.0,0,4.0,36,1384,0,3,0.0,0.0,12.0,7.688888888888888,0.0,0.0,0
1047,922.92,1,4.2,49,3916,2,5,922.92,184.584,9.8,13.053333333333335,0.2,0.4,1
1048,0.0,0,4.0,40,5097,2,3,0.0,0.0,13.333333333333334,28.316666666666666,0.0,0.6666666666666666,0
1049,0.0,0,4.0,53,3807,2,4,0.0,0.0,13.25,15.8625,0.0,0.5,0
1050,0.0,0,4.0,34,2418,2,3,0.0,0.0,11.333333333333334,13.433333333333334,0.0,0.6666666666666666,0
1051,0.0,0,4.0,49,2145,1,3,0.0,0.0,16.333333333333332,11.916666666666666,0.0,0.3333333333333333,0
1052,0.0,0,4.0,64,4683,4,6,0.0,0.0,10.666666666666666,13.008333333333333,0.0,0.6666666666666666,0
1053,0.0,0,4.0,9,1385,0,1,0.0,0.0,9.0,23.083333333333332,0.0,0.0,0
1054,2322.16,1,4.0,61,2675,1,5,2322.16,464.43199999999996,12.2,8.916666666666666,0.2,0.2,1
1055,0.0,0,4.0,34,3050,1,2,0.0,0.0,17.0,25.416666666666668,0.0,0.5,0
1056,345.71,1,4.0,19,375,0,1,345.71,345.71,19.0,6.25,1.0,0.0,1
1057,0.0,0,4.0,40,4057,1,4,0.0,0.0,10.0,16.904166666666665,0.0,0.25,0
1058,6257.73,2,3.3333333333333335,50,2710,0,3,3128.865,2085.91,16.666666666666668,15.055555555555555,0.6666666666666666,0.0,1
1059,0.0,0,4.0,35,1894,1,2,0.0,0.0,17.5,15.783333333333333,0.0,0.5,0
1060,0.0,0,4.0,10,1131,0,1,0.0,0.0,10.0,18.85,0.0,0.0,0
1061,0.0,0,4.0,21,2438,2,2,0.0,0.0,10.5,20.316666666666666,0.0,1.0,0
1062,5304.35,2,3.6666666666666665,57,3096,0,3,2652.175,1768.1166666666668,19.0,17.2,0.6666666666666666,0.0,1
1063,0.0,0,4.0,45,2742,2,3,0.0,0.0,15.0,15.233333333333333,0.0,0.6666666666666666,0
1064,0.0,0,4.0,17,1377,1,1,0.0,0.0,17.0,22.95,0.0,1.0,0
1065,7889.36,1,5.0,6,1586,0,1,7889.36,7889.36,6.0,26.433333333333334,1.0,0.0,1
1066,3654.18,1,4.0,23,3408,2,4,3654.18,913.545,5.75,14.2,0.25,0.5,1
1067,2032.07,1,4.25,44,3557,3,4,2032.07,508.0175,11.0,14.820833333333333,0.25,0.75,1
1068,0.0,0,4.0,16,1857,1,2,0.0,0.0,8.0,15.475,0.0,0.5,0
1069,0.0,0,4.0,15,1810,0,3,0.0,0.0,5.0,10.055555555555555,0.0,0.0,0
1070,0.0,0,4.0,29,3071,0,3,0.0,0.0,9.666666666666666,17.06111111111111,0.0,0.0,0
1071,1331.9,1,4.0,75,5588,1,5,1331.9,266.38,15.0,18.626666666666665,0.2,0.2,1
1072,0.0,0,4.0,7,1566,1,1,0.0,0.0,7.0,26.1,0.0,1.0,0
1073,0.0,0,4.0,23,774,2,2,0.0,0.0,11.5,6.45,0.0,1.0,0
1074,0.0,0,4.0,5,856,1,1,0.0,0.0,5.0,14.266666666666667,0.0,1.0,0
1075,0.0,0,4.0,43,2584,1,2,0.0,0.0,21.5,21.533333333333335,0.0,0.5,0
1076,1449.62,1,3.5,77,3529,2,4,1449.62,362.405,19.25,14.704166666666667,0.25,0.5,1
1077,1959.6,1,4.0,21,1578,1,3,1959.6,653.1999999999999,7.0,8.766666666666667,0.3333333333333333,0.3333333333333333,1
1078,490.0,1,4.0,9,2654,0,2,490.0,245.0,4.5,22.116666666666667,0.5,0.0,1
1079,4252.77,1,3.5,29,4872,2,4,4252.77,1063.1925,7.25,20.3,0.25,0.5,1
1080,2111.96,1,4.25,26,3062,0,4,2111.96,527.99,6.5,12.758333333333333,0.25,0.0,1
1081,0.0,0,4.0,2,910,1,1,0.0,0.0,2.0,15.166666666666666,0.0,1.0,0
1082,1601.42,1,4.0,29,4304,2,3,1601.42,533.8066666666667,9.666666666666666,23.91111111111111,0.3333333333333333,0.6666666666666666,1
1083,1056.76,1,4.0,33,3705,2,4,1056.76,264.19,8.25,15.4375,0.25,0.5,1
1084,3648.04,1,3.6666666666666665,22,3167,1,3,3648.04,1216.0133333333333,7.333333333333333,17.594444444444445,0.3333333333333333,0.3333333333333333,1
1086,1236.24,1,3.6666666666666665,37,1573,1,3,1236.24,412.08,12.333333333333334,8.738888888888889,0.3333333333333333,0.3333333333333333,1
1087,222.61,1,4.0,53,2853,0,3,222.61,74.20333333333333,17.666666666666668,15.85,0.3333333333333333,0.0,1
1088,0.0,0,4.0,1,1666,1,1,0.0,0.0,1.0,27.766666666666666,0.0,1.0,0
1089,2169.46,1,4.0,49,2569,2,3,2169.46,723.1533333333333,16.333333333333332,14.272222222222222,0.3333333333333333,0.6666666666666666,1
1090,3331.6,1,4.0,102,5437,3,7,3331.6,475.9428571428571,14.571428571428571,12.945238095238095,0.14285714285714285,0.42857142857142855,1
1091,0.0,0,4.0,59,4021,2,4,0.0,0.0,14.75,16.754166666666666,0.0,0.5,0
1092,2987.93,1,4.5,25,346,1,2,2987.93,1493.965,12.5,2.8833333333333333,0.5,0.5,1
1093,0.0,0,4.0,3,193,0,1,0.0,0.0,3.0,3.216666666666667,0.0,0.0,0
1094,0.0,0,4.0,13,2471,1,2,0.0,0.0,6.5,20.591666666666665,0.0,0.5,0
1095,3681.54,2,4.0,11,1422,1,3,1840.77,1227.18,3.6666666666666665,7.9,0.6666666666666666,0.3333333333333333,1
1096,4912.93,2,4.0,64,3386,1,4,2456.465,1228.2325,16.0,14.108333333333333,0.5,0.25,1
1097,0.0,0,4.0,12,3259,1,2,0.0,0.0,6.0,27.158333333333335,0.0,0.5,0
1098,0.0,0,4.0,38,3864,2,3,0.0,0.0,12.666666666666666,21.466666666666665,0.0,0.6666666666666666,0
1099,2717.82,1,4.2,84,4290,3,5,2717.82,543.5640000000001,16.8,14.3,0.2,0.6,1
1100,788.77,2,2.5,10,1976,0,2,394.385,394.385,5.0,16.466666666666665,1.0,0.0,1
1101,1339.45,1,2.0,14,168,0,1,1339.45,1339.45,14.0,2.8,1.0,0.0,1
1102,0.0,0,4.0,44,4366,1,3,0.0,0.0,14.666666666666666,24.255555555555553,0.0,0.3333333333333333,0
1104,0.0,0,4.0,15,809,1,1,0.0,0.0,15.0,13.483333333333333,0.0,1.0,0
1105,1244.58,1,4.0,67,3047,2,4,1244.58,311.145,16.75,12.695833333333333,0.25,0.5,1
1106,0.0,0,4.0,24,1937,1,2,0.0,0.0,12.0,16.141666666666666,0.0,0.5,0
1107,0.0,0,4.0,37,2058,3,3,0.0,0.0,12.333333333333334,11.433333333333334,0.0,1.0,0
1108,0.0,0,4.0,84,5153,3,6,0.0,0.0,14.0,14.31388888888889,0.0,0.5,0
1109,0.0,0,4.0,24,2230,3,3,0.0,0.0,8.0,12.38888888888889,0.0,1.0,0
1110,2098.22,1,3.75,22,4359,2,4,2098.22,524.555,5.5,18.1625,0.25,0.5,1
1111,1839.86,1,4.5,38,2020,0,2,1839.86,919.93,19.0,16.833333333333332,0.5,0.0,1
1112,2540.56,1,4.2,39,5007,2,5,2540.56,508.11199999999997,7.8,16.69,0.2,0.4,1
1113,0.0,0,4.0,23,1355,2,2,0.0,0.0,11.5,11.291666666666666,0.0,1.0,0
1114,0.0,0,4.0,26,2831,0,2,0.0,0.0,13.0,23.591666666666665,0.0,0.0,0
1115,1763.68,1,4.5,26,2174,1,2,1763.68,881.84,13.0,18.116666666666667,0.5,0.5,1
1116,0.0,0,4.0,36,3865,2,4,0.0,0.0,9.0,16.104166666666668,0.0,0.5,0
1118,4522.5,1,5.0,14,500,0,1,4522.5,4522.5,14.0,8.333333333333334,1.0,0.0,1
1119,0.0,0,4.0,20,1639,1,1,0.0,0.0,20.0,27.316666666666666,0.0,1.0,0
1120,0.0,0,4.0,34,718,1,3,0.0,0.0,11.333333333333334,3.988888888888889,0.0,0.3333333333333333,0
1121,1894.59,1,4.0,43,2848,1,2,1894.59,947.295,21.5,23.733333333333334,0.5,0.5,1
1122,0.0,0,4.0,21,863,1,1,0.0,0.0,21.0,14.383333333333333,0.0,1.0,0
1123,0.0,0,4.0,47,2330,1,3,0.0,0.0,15.666666666666666,12.944444444444445,0.0,0.3333333333333333,0
1124,1684.02,2,4.5,38,3588,2,4,842.01,421.005,9.5,14.95,0.5,0.5,1
1125,0.0,0,4.0,53,3519,1,4,0.0,0.0,13.25,14.6625,0.0,0.25,0
1126,2051.36,2,4.25,67,2531,1,4,1025.68,512.84,16.75,10.545833333333333,0.5,0.25,1
1127,0.0,0,4.0,53,2896,1,4,0.0,0.0,13.25,12.066666666666666,0.0,0.25,0
1128,0.0,0,4.0,3,618,0,1,0.0,0.0,3.0,10.3,0.0,0.0,0
1129,0.0,0,4.0,73,3925,1,4,0.0,0.0,18.25,16.354166666666668,0.0,0.25,0
1130,1026.78,1,3.5,22,1857,1,2,1026.78,513.39,11.0,15.475,0.5,0.5,1
1131,1150.86,1,4.0,37,1478,0,2,1150.86,575.43,18.5,12.316666666666666,0.5,0.0,1
1132,3476.2200000000003,2,3.6666666666666665,25,2703,1,3,1738.1100000000001,1158.74,8.333333333333334,15.016666666666667,0.6666666666666666,0.3333333333333333,1
1134,7061.16,3,4.0,93,6909,2,8,2353.72,882.645,11.625,14.39375,0.375,0.25,1
1135,0.0,0,4.0,29,1670,1,3,0.0,0.0,9.666666666666666,9.277777777777777,0.0,0.3333333333333333,0
1136,0.0,0,4.0,32,2502,1,2,0.0,0.0,16.0,20.85,0.0,0.5,0
1138,924.05,1,4.166666666666667,71,5962,4,6,924.05,154.00833333333333,11.833333333333334,16.56111111111111,0.16666666666666666,0.6666666666666666,1
1139,0.0,0,4.0,31,860,2,2,0.0,0.0,15.5,7.166666666666667,0.0,1.0,0
1140,0.0,0,4.0,6,1580,0,1,0.0,0.0,6.0,26.333333333333332,0.0,0.0,0
1141,0.0,0,4.0,25,1932,1,2,0.0,0.0,12.5,16.1,0.0,0.5,0
1142,0.0,0,4.0,57,2896,3,4,0.0,0.0,14.25,12.066666666666666,0.0,0.75,0
1143,0.0,0,4.0,106,5407,3,6,0.0,0.0,17.666666666666668,15.019444444444444,0.0,0.5,0
1144,0.0,0,4.0,42,2245,1,2,0.0,0.0,21.0,18.708333333333332,0.0,0.5,0
1145,997.25,1,4.5,21,1234,0,2,997.25,498.625,10.5,10.283333333333333,0.5,0.0,1
1146,2950.09,1,4.25,53,3436,2,4,2950.09,737.5225,13.25,14.316666666666666,0.25,0.5,1
1147,0.0,0,4.0,41,2916,1,3,0.0,0.0,13.666666666666666,16.2,0.0,0.3333333333333333,0
1148,843.58,1,4.25,32,3712,1,4,843.58,210.895,8.0,15.466666666666667,0.25,0.25,1
1149,0.0,0,4.0,33,2879,1,2,0.0,0.0,16.5,23.991666666666667,0.0,0.5,0
1150,2340.49,1,4.0,54,552,1,3,2340.49,780.1633333333333,18.0,3.066666666666667,0.3333333333333333,0.3333333333333333,1
1151,673.69,1,3.8,71,5825,0,5,673.69,134.738,14.2,19.416666666666668,0.2,0.0,1
1152,772.78,1,3.0,2,1482,0,1,772.78,772.78,2.0,24.7,1.0,0.0,1
1153,1069.29,1,3.0,1,1351,0,1,1069.29,1069.29,1.0,22.516666666666666,1.0,0.0,1
1155,4908.51,2,4.4,73,4029,0,5,2454.255,981.702,14.6,13.43,0.4,0.0,1
1156,0.0,0,4.0,35,1973,0,2,0.0,0.0,17.5,16.441666666666666,0.0,0.0,0
1157,0.0,0,4.0,15,1236,0,1,0.0,0.0,15.0,20.6,0.0,0.0,0
1158,2864.37,1,4.333333333333333,58,2845,1,3,2864.37,954.79,19.333333333333332,15.805555555555555,0.3333333333333333,0.3333333333333333,1
1159,5605.16,1,4.0,43,1808,2,4,5605.16,1401.29,10.75,7.533333333333333,0.25,0.5,1
1160,2058.0,1,3.6666666666666665,90,4672,3,6,2058.0,343.0,15.0,12.977777777777778,0.16666666666666666,0.5,1
1161,0.0,0,4.0,18,2410,2,2,0.0,0.0,9.0,20.083333333333332,0.0,1.0,0
1162,1483.14,1,3.0,12,487,0,1,1483.14,1483.14,12.0,8.116666666666667,1.0,0.0,1
1163,403.7,1,4.2,62,3992,4,5,403.7,80.74,12.4,13.306666666666667,0.2,0.8,1
1164,1126.58,1,3.6666666666666665,49,2344,2,3,1126.58,375.52666666666664,16.333333333333332,13.022222222222222,0.3333333333333333,0.6666666666666666,1
1165,1357.8700000000001,2,3.2,69,5765,2,5,678.9350000000001,271.574,13.8,19.216666666666665,0.4,0.4,1
1166,0.0,0,4.0,21,440,1,1,0.0,0.0,21.0,7.333333333333333,0.0,1.0,0
1167,3059.2,2,3.6666666666666665,39,1846,0,3,1529.6,1019.7333333333332,13.0,10.255555555555556,0.6666666666666666,0.0,1
1168,0.0,0,4.0,22,1796,2,2,0.0,0.0,11.0,14.966666666666667,0.0,1.0,0
1169,947.29,2,4.5,62,4684,1,4,473.645,236.8225,15.5,19.516666666666666,0.5,0.25,1
1171,0.0,0,4.0,9,915,1,1,0.0,0.0,9.0,15.25,0.0,1.0,0
1172,332.26,1,4.25,48,2024,1,4,332.26,83.065,12.0,8.433333333333334,0.25,0.25,1
1174,1507.02,1,4.333333333333333,51,3057,2,3,1507.02,502.34,17.0,16.983333333333334,0.3333333333333333,0.6666666666666666,1
1175,2666.8900000000003,2,4.333333333333333,47,2434,0,3,1333.4450000000002,888.9633333333335,15.666666666666666,13.522222222222222,0.6666666666666666,0.0,1
1176,0.0,0,4.0,10,1871,2,2,0.0,0.0,5.0,15.591666666666667,0.0,1.0,0
1177,756.39,1,3.3333333333333335,36,3621,1,3,756.39,252.13,12.0,20.116666666666667,0.3333333333333333,0.3333333333333333,1
1179,0.0,0,4.0,18,2019,0,2,0.0,0.0,9.0,16.825,0.0,0.0,0
1181,0.0,0,4.0,44,3176,1,4,0.0,0.0,11.0,13.233333333333333,0.0,0.25,0
1182,0.0,0,4.0,29,1639,1,3,0.0,0.0,9.666666666666666,9.105555555555556,0.0,0.3333333333333333,0
1183,5294.04,1,4.0,79,4021,2,4,5294.04,1323.51,19.75,16.754166666666666,0.25,0.5,1
1184,3314.81,2,4.333333333333333,48,1559,1,3,1657.405,1104.9366666666667,16.0,8.66111111111111,0.6666666666666666,0.3333333333333333,1
1185,0.0,0,4.0,51,5573,2,5,0.0,0.0,10.2,18.576666666666664,0.0,0.4,0
1186,0.0,0,4.0,42,1767,2,3,0.0,0.0,14.0,9.816666666666666,0.0,0.6666666666666666,0
1187,9145.76,2,3.6666666666666665,33,3401,0,3,4572.88,3048.5866666666666,11.0,18.894444444444446,0.6666666666666666,0.0,1
1188,1550.69,3,4.25,63,3006,0,4,516.8966666666666,387.6725,15.75,12.525,0.75,0.0,1
1189,0.0,0,4.0,32,3339,1,3,0.0,0.0,10.666666666666666,18.55,0.0,0.3333333333333333,0
1190,1456.45,2,4.25,33,4014,1,4,728.225,364.1125,8.25,16.725,0.5,0.25,1
1191,0.0,0,4.0,25,2078,1,2,0.0,0.0,12.5,17.316666666666666,0.0,0.5,0
1192,0.0,0,4.0,21,1482,1,1,0.0,0.0,21.0,24.7,0.0,1.0,0
1193,1818.94,1,4.333333333333333,17,4601,1,3,1818.94,606.3133333333334,5.666666666666667,25.561111111111114,0.3333333333333333,0.3333333333333333,1
1194,0.0,0,4.0,7,2433,0,2,0.0,0.0,3.5,20.275,0.0,0.0,0
1195,1219.67,1,4.0,40,2797,1,3,1219.67,406.5566666666667,13.333333333333334,15.53888888888889,0.3333333333333333,0.3333333333333333,1
1196,5634.82,2,3.6,41,5548,3,5,2817.41,1126.964,8.2,18.493333333333332,0.4,0.6,1
1197,4518.88,1,3.75,64,4600,2,4,4518.88,1129.72,16.0,19.166666666666668,0.25,0.5,1
1198,973.3,1,4.5,9,1957,0,2,973.3,486.65,4.5,16.308333333333334,0.5,0.0,1
1199,0.0,0,4.0,13,257,0,1,0.0,0.0,13.0,4.283333333333333,0.0,0.0,0
1200,1897.32,1,4.25,51,3630,3,4,1897.32,474.33,12.75,15.125,0.25,0.75,1
1201,0.0,0,4.0,40,2482,2,3,0.0,0.0,13.333333333333334,13.78888888888889,0.0,0.6666666666666666,0
1202,1248.59,1,3.0,30,1030,0,2,1248.59,624.295,15.0,8.583333333333334,0.5,0.0,1
1203,3619.66,2,4.0,87,3073,1,6,1809.83,603.2766666666666,14.5,8.53611111111111,0.3333333333333333,0.16666666666666666,1
1204,969.32,1,3.8,63,6406,2,5,969.32,193.864,12.6,21.353333333333335,0.2,0.4,1
1205,0.0,0,4.0,47,761,1,2,0.0,0.0,23.5,6.341666666666667,0.0,0.5,0
1206,3324.51,1,3.5,34,2236,1,2,3324.51,1662.255,17.0,18.633333333333333,0.5,0.5,1
1207,0.0,0,4.0,23,1574,0,1,0.0,0.0,23.0,26.233333333333334,0.0,0.0,0
1208,1136.65,1,3.25,39,4099,2,4,1136.65,284.1625,9.75,17.079166666666666,0.25,0.5,1
1209,816.6,1,4.142857142857143,78,5513,3,7,816.6,116.65714285714286,11.142857142857142,13.126190476190477,0.14285714285714285,0.42857142857142855,1
1210,0.0,0,4.0,32,3566,1,3,0.0,0.0,10.666666666666666,19.811111111111114,0.0,0.3333333333333333,0
1211,0.0,0,4.0,14,694,1,1,0.0,0.0,14.0,11.566666666666666,0.0,1.0,0
1212,2666.46,3,4.0,84,6375,3,6,888.82,444.41,14.0,17.708333333333332,0.5,0.5,1
1213,744.78,1,3.8333333333333335,78,5994,2,6,744.78,124.13,13.0,16.65,0.16666666666666666,0.3333333333333333,1
1214,3055.83,1,4.0,10,2189,1,2,3055.83,1527.915,5.0,18.241666666666667,0.5,0.5,1
1215,1328.42,1,3.75,44,2870,0,4,1328.42,332.105,11.0,11.958333333333334,0.25,0.0,1
1216,0.0,0,4.0,19,1714,1,2,0.0,0.0,9.5,14.283333333333333,0.0,0.5,0
1217,0.0,0,4.0,8,757,0,1,0.0,0.0,8.0,12.616666666666667,0.0,0.0,0
1218,3526.43,2,3.75,61,5590,1,4,1763.215,881.6075,15.25,23.291666666666668,0.5,0.25,1
1219,0.0,0,4.0,49,3257,1,4,0.0,0.0,12.25,13.570833333333333,0.0,0.25,0
1220,1765.86,1,4.333333333333333,32,798,2,3,1765.86,588.62,10.666666666666666,4.433333333333334,0.3333333333333333,0.6666666666666666,1
1221,0.0,0,4.0,7,1726,0,2,0.0,0.0,3.5,14.383333333333333,0.0,0.0,0
1222,898.63,1,4.166666666666667,82,6740,4,6,898.63,149.77166666666668,13.666666666666666,18.72222222222222,0.16666666666666666,0.6666666666666666,1
1223,522.78,1,2.5,25,1669,0,2,522.78,261.39,12.5,13.908333333333333,0.5,0.0,1
1224,0.0,0,4.0,18,2053,0,2,0.0,0.0,9.0,17.108333333333334,0.0,0.0,0
1225,268.76,1,3.75,57,3198,2,4,268.76,67.19,14.25,13.325,0.25,0.5,1
1226,1203.09,1,3.3333333333333335,29,3717,0,3,1203.09,401.03,9.666666666666666,20.65,0.3333333333333333,0.0,1
1227,4039.92,1,4.0,27,726,0,2,4039.92,2019.96,13.5,6.05,0.5,0.0,1
1228,829.75,1,4.5,14,1027,1,2,829.75,414.875,7.0,8.558333333333334,0.5,0.5,1
1229,651.56,1,4.0,83,4757,3,5,651.56,130.31199999999998,16.6,15.856666666666666,0.2,0.6,1
1230,0.0,0,4.0,54,2992,2,4,0.0,0.0,13.5,12.466666666666667,0.0,0.5,0
1231,741.57,1,3.5,62,3576,1,4,741.57,185.3925,15.5,14.9,0.25,0.25,1
1232,0.0,0,4.0,21,2264,0,2,0.0,0.0,10.5,18.866666666666667,0.0,0.0,0
1233,0.0,0,4.0,28,2191,1,2,0.0,0.0,14.0,18.258333333333333,0.0,0.5,0
1234,377.35,1,4.333333333333333,31,3246,0,3,377.35,125.78333333333335,10.333333333333334,18.033333333333335,0.3333333333333333,0.0,1
1235,0.0,0,4.0,56,5432,2,5,0.0,0.0,11.2,18.10666666666667,0.0,0.4,0
1236,0.0,0,4.0,15,643,1,1,0.0,0.0,15.0,10.716666666666667,0.0,1.0,0
1237,0.0,0,4.0,33,2534,3,3,0.0,0.0,11.0,14.077777777777778,0.0,1.0,0
1238,0.0,0,4.0,17,701,1,2,0.0,0.0,8.5,5.841666666666667,0.0,0.5,0
1239,0.0,0,4.0,32,3203,1,3,0.0,0.0,10.666666666666666,17.794444444444444,0.0,0.3333333333333333,0
1240,1882.12,1,3.3333333333333335,16,4008,1,3,1882.12,627.3733333333333,5.333333333333333,22.266666666666666,0.3333333333333333,0.3333333333333333,1
1241,3617.15,2,4.166666666666667,84,5124,0,6,1808.575,602.8583333333333,14.0,14.233333333333333,0.3333333333333333,0.0,1
1242,0.0,0,4.0,29,2259,1,2,0.0,0.0,14.5,18.825,0.0,0.5,0
1243,3898.5,1,4.0,36,1304,2,3,3898.5,1299.5,12.0,7.2444444444444445,0.3333333333333333,0.6666666666666666,1
1244,3078.65,2,4.0,53,6282,2,5,1539.325,615.73,10.6,20.94,0.4,0.4,1
1245,0.0,0,4.0,22,2434,1,2,0.0,0.0,11.0,20.283333333333335,0.0,0.5,0
1246,0.0,0,4.0,11,808,0,1,0.0,0.0,11.0,13.466666666666667,0.0,0.0,0
1247,0.0,0,4.0,1,573,1,1,0.0,0.0,1.0,9.55,0.0,1.0,0
1248,0.0,0,4.0,42,2494,1,2,0.0,0.0,21.0,20.783333333333335,0.0,0.5,0
1250,0.0,0,4.0,35,672,1,2,0.0,0.0,17.5,5.6,0.0,0.5,0
1251,0.0,0,4.0,41,1297,0,2,0.0,0.0,20.5,10.808333333333334,0.0,0.0,0
1252,7790.94,2,3.3333333333333335,35,2952,0,3,3895.47,2596.98,11.666666666666666,16.4,0.6666666666666666,0.0,1
1253,2191.33,1,4.0,43,2924,1,3,2191.33,730.4433333333333,14.333333333333334,16.244444444444444,0.3333333333333333,0.3333333333333333,1
1254,0.0,0,4.0,5,306,0,1,0.0,0.0,5.0,5.1,0.0,0.0,0
1255,0.0,0,4.0,20,288,0,1,0.0,0.0,20.0,4.8,0.0,0.0,0
1256,0.0,0,4.0,1,1562,0,1,0.0,0.0,1.0,26.033333333333335,0.0,0.0,0
1257,0.0,0,4.0,13,1833,0,2,0.0,0.0,6.5,15.275,0.0,0.0,0
1258,0.0,0,4.0,15,1623,1,1,0.0,0.0,15.0,27.05,0.0,1.0,0
1259,0.0,0,4.0,36,2098,1,2,0.0,0.0,18.0,17.483333333333334,0.0,0.5,0
